timestamp,latency_ms,raw_detection,voted_command,vote_confidence,num_contours_found,candidates_found,detection_rate_pct
1778078848.5405,37.90,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.5801,29.19,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.6382,39.74,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.6738,23.29,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.7287,30.47,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.7815,33.14,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.8453,46.80,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.8875,32.75,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.9168,17.09,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078848.9827,34.35,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.0467,48.30,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.1032,44.55,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.1546,38.82,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.2015,30.73,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.2458,35.29,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.2970,36.68,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.3565,40.36,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.4061,38.26,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.4442,25.02,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.4709,17.72,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.5272,28.80,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.5816,33.18,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.6336,35.13,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.6906,42.17,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.7296,28.21,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.7813,32.71,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.8378,39.41,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.8940,45.76,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078849.9484,40.03,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.0030,39.56,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.0556,39.47,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.0955,26.37,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.1308,27.70,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.1921,43.42,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.2361,30.81,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.2730,24.69,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.3389,40.40,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.3817,32.21,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.4398,41.34,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.4943,42.86,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.5362,29.35,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.5702,20.31,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.6259,27.58,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.6798,31.50,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.7268,28.60,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.7749,26.30,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.8229,24.63,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.8925,44.03,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.9312,29.60,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078850.9745,26.35,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.0306,32.23,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.0770,28.78,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.1258,27.54,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.1741,25.56,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.2317,33.36,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.2695,21.19,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.3166,18.35,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.4002,50.28,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.4540,42.33,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.4890,24.04,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.5364,37.85,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.5856,34.19,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.6181,19.89,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.6567,8.56,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.7134,15.34,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.7848,36.16,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
1778078851.8279,29.20,NO_SIGN,NO_SIGN,0.0000,0,0,0.00
