timestamp,latency_ms,mode,detection_latency_ms,tracking_latency_ms,detected_state,confirmed_state,num_circles,best_color_ratio,candidates_found,detection_rate_pct
1777994006.1796,38.33,TRACKING,0.00,12.91,RED,RED,3,0.8389,1,97.81
1777994006.2138,24.65,TRACKING,0.00,7.08,RED,RED,3,0.8350,1,97.82
1777994006.2502,15.24,TRACKING,0.00,5.05,RED,RED,3,0.8957,1,97.82
1777994006.3270,31.98,TRACKING,0.00,8.27,RED,RED,4,0.8356,1,97.82
1777994006.3538,16.43,TRACKING,0.00,4.54,RED,RED,3,0.8495,1,97.82
1777994006.4032,16.99,TRACKING,0.00,4.49,RED,RED,3,0.8521,1,97.82
1777994006.4812,30.53,TRACKING,0.00,12.63,RED,RED,3,0.8482,1,97.83
1777994006.5249,38.71,TRACKING,0.00,14.59,RED,RED,2,0.8389,1,97.83
1777994006.5553,17.08,TRACKING,0.00,4.13,RED,RED,2,0.8508,1,97.83
1777994006.5973,12.08,TRACKING,0.00,4.25,RED,RED,3,0.8370,1,97.83
1777994006.6816,40.94,TRACKING,0.00,19.18,RED,RED,3,0.8607,1,97.83
1777994006.7143,19.48,TRACKING,0.00,8.35,RED,RED,3,0.8257,1,97.84
1777994006.7627,22.18,TRACKING,0.00,9.85,RED,RED,3,0.8515,1,97.84
1777994006.8092,19.03,TRACKING,0.00,4.60,RED,RED,2,0.8330,1,97.84
1777994006.8686,31.15,TRACKING,0.00,8.49,RED,RED,3,0.8224,1,97.84
1777994006.8994,15.81,TRACKING,0.00,6.80,RED,RED,3,0.8363,1,97.84
1777994006.9631,24.43,TRACKING,0.00,7.50,RED,RED,3,0.8449,1,97.84
1777994007.0034,18.13,TRACKING,0.00,6.00,RED,RED,3,0.8429,1,97.85
1777994007.0911,37.43,TRACKING,0.00,9.57,RED,RED,3,0.8244,1,97.85
1777994007.1268,25.84,TRACKING,0.00,11.67,RED,RED,3,0.8403,1,97.85
1777994007.1831,41.73,TRACKING,0.00,9.21,RED,RED,3,0.8350,1,97.85
1777994007.2218,22.92,TRACKING,0.00,11.54,RED,RED,3,0.8528,1,97.85
1777994007.2835,43.29,TRACKING,0.00,9.35,RED,RED,2,0.8429,1,97.86
1777994007.3307,37.10,TRACKING,0.00,13.98,RED,RED,3,0.8554,1,97.86
1777994007.3836,34.67,TRACKING,0.00,12.62,RED,RED,2,0.8429,1,97.86
1777994007.4182,22.75,TRACKING,0.00,9.06,RED,RED,3,0.8554,1,97.86
1777994007.4855,36.61,TRACKING,0.00,14.99,RED,RED,2,0.8429,1,97.86
1777994007.5337,31.91,TRACKING,0.00,9.32,RED,RED,3,0.8554,1,97.87
1777994007.5792,29.89,TRACKING,0.00,8.16,RED,RED,2,0.8429,1,97.87
1777994007.6592,43.25,TRACKING,0.00,9.48,RED,RED,3,0.8502,1,97.87
1777994007.7338,35.61,TRACKING,0.00,11.34,RED,RED,3,0.8370,1,97.87
1777994007.7890,27.57,TRACKING,0.00,12.18,RED,RED,3,0.8436,1,97.87
1777994007.8578,39.87,TRACKING,0.00,11.85,RED,RED,3,0.8363,1,97.87
1777994007.9136,27.20,TRACKING,0.00,13.14,RED,RED,3,0.8687,1,97.88
1777994007.9792,37.42,TRACKING,0.00,15.72,RED,RED,2,0.8396,1,97.88
1777994008.1030,65.66,TRACKING,0.00,35.41,RED,RED,3,0.8317,1,97.88
1777994008.1795,30.02,TRACKING,0.00,11.60,RED,RED,3,0.8356,1,97.88
1777994008.2453,31.86,TRACKING,0.00,8.57,RED,RED,3,0.7677,1,97.88
1777994008.3099,46.16,TRACKING,0.00,16.45,RED,RED,3,0.8449,1,97.88
1777994008.3864,47.89,TRACKING,0.00,13.72,RED,RED,2,0.8376,1,97.89
1777994008.4847,53.20,TRACKING,0.00,14.32,RED,RED,3,0.8449,1,97.89
1777994008.5446,37.43,TRACKING,0.00,13.28,RED,RED,2,0.8389,1,97.89
1777994008.6377,39.57,TRACKING,0.00,20.85,RED,RED,3,0.8462,1,97.89
1777994008.6746,25.07,TRACKING,0.00,7.23,RED,RED,2,0.8389,1,97.89
1777994008.7039,15.20,TRACKING,0.00,4.91,RED,RED,3,0.8244,1,97.90
1777994008.7565,17.35,TRACKING,0.00,6.43,RED,RED,3,0.8422,1,97.90
1777994008.8018,14.91,TRACKING,0.00,4.74,RED,RED,2,0.8343,1,97.90
